温度,湿度,辐照,间隔,前向,损失
0.754461,0.624594,0.0,0.0,0.026214,0.022169
0.754461,0.624594,0.0,0.166667,0.026214,0.027605
0.754461,0.624594,0.0,0.166667,0.032643,0.019752
0.754461,0.624594,0.0,0.166667,0.023357,0.021262
0.754461,0.624594,0.0,0.5,0.025143,0.024434
0.754461,0.624594,0.0,0.5,0.028893,0.096167
0.754461,0.624594,0.0,0.5,0.113718,0.210184
0.754461,0.624594,0.0,0.5,0.248544,0.287051
0.754461,0.624594,0.0,0.5,0.33944,0.356217
0.754461,0.624594,0.0,0.5,0.421229,0.418738
