温度,湿度,辐照,间隔,前向,损失
0.387379,0.6376,0.604831,0.0,0.026214,0.022169
0.387379,0.6376,0.604831,0.166667,0.026214,0.0
0.197516,0.75739,0.309574,0.333333,0.0,0.049352
0.0,0.897724,0.232031,0.5,0.058359,0.050409
0.382121,0.605109,0.855055,1.0,0.059609,0.267419
0.130402,0.807592,0.320012,1.0,0.316225,0.388836
0.382121,0.605109,0.855055,1.0,0.459802,0.53049
