温度,湿度,辐照,间隔,前向,损失
0.87723,0.328998,0.0,0.0,0.026393,0.02232
0.87723,0.328998,0.0,0.166667,0.026393,0.028058
0.87723,0.328998,0.0,0.166667,0.033179,0.029266
0.87723,0.328998,0.0,0.166667,0.034608,0.024283
0.87723,0.328998,0.0,0.5,0.028715,0.06989
0.87723,0.328998,0.0,0.5,0.082645,0.187381
0.87723,0.328998,0.0,0.5,0.221579,0.376604
0.87723,0.328998,0.0,0.5,0.445337,0.528074
0.87723,0.328998,0.0,0.5,0.624451,0.507233
0.87723,0.328998,0.0,0.5,0.599807,0.536682
