温度,湿度,辐照,间隔,前向,损失
1.0,0.624594,0.0,0.0,0.026214,0.022169
1.0,0.624594,0.0,0.166667,0.026214,0.018091
1.0,0.624594,0.0,0.166667,0.021393,0.023377
1.0,0.624594,0.0,0.166667,0.027643,0.032438
1.0,0.624594,0.0,0.5,0.038358,0.174846
1.0,0.624594,0.0,0.5,0.206757,0.482316
1.0,0.624594,0.0,0.5,0.570341,0.429611
1.0,0.624594,0.0,0.5,0.508018,0.56024
1.0,0.624594,0.0,0.5,0.662488,0.661421
1.0,0.624594,0.0,0.5,0.782135,0.652511
