温度,湿度,辐照,间隔,前向,损失
0.598789,0.988915,0.687146,0.0,0.026214,0.022169
0.598789,0.988915,0.687146,0.166667,0.026214,0.177262
0.565641,0.962977,0.531464,0.333333,0.209614,0.363466
0.516492,0.957139,0.464659,0.5,0.429801,0.446374
0.590502,1.0,0.807038,1.0,0.52784,0.620949
0.546591,0.964381,0.524008,1.0,0.734276,0.727264
0.590502,1.0,0.807038,1.0,0.859995,0.897158
