温度,湿度,辐照,间隔,前向,损失
0.586266,0.942507,0.676409,0.0,0.026214,0.022169
0.586266,0.942507,0.676409,0.166667,0.026214,0.22302
0.522856,0.767366,0.604831,0.333333,0.263723,0.375547
0.440498,0.723815,0.413958,0.5,0.444087,0.397142
0.572086,0.941349,0.602744,1.0,0.469624,0.504213
0.492245,0.774781,0.521324,1.0,0.596235,0.781932
0.572086,0.941349,0.602744,1.0,0.92464,0.85291
