温度,湿度,辐照,间隔,前向,损失
0.87723,0.920189,0.0,0.0,0.026393,0.02232
0.87723,0.920189,0.0,0.166667,0.026393,0.02232
0.87723,0.920189,0.0,0.166667,0.026393,0.01794
0.87723,0.920189,0.0,0.166667,0.021214,0.044972
0.87723,0.920189,0.0,0.5,0.05318,0.027605
0.87723,0.920189,0.0,0.5,0.032643,0.112325
0.87723,0.920189,0.0,0.5,0.132826,0.270742
0.87723,0.920189,0.0,0.5,0.320154,0.379775
0.87723,0.920189,0.0,0.5,0.449087,0.459663
0.87723,0.920189,0.0,0.5,0.543555,0.493038
