温度,湿度,辐照,间隔,前向,损失
0.364176,0.664351,0.842827,0.0,0.026214,0.022169
0.364176,0.664351,0.842827,0.166667,0.026214,0.016732
0.279096,0.342817,0.820459,0.333333,0.019786,0.077894
0.198969,0.140457,0.736654,0.5,0.09211,0.176356
0.355725,0.36245,1.0,1.0,0.208543,0.461173
0.253212,0.295226,0.782285,1.0,0.545341,0.552689
0.355725,0.36245,1.0,1.0,0.653559,0.83358
